trade_dt,globex_sym,px_open,px_high,px_low,px_settle,vol,oi,settle_flag,file_name,load_ts
2026-06-09,GCG27,2736.1,2766.1,2713.3,2738.3,35620,20817,Final,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-09,GC J27,2743.3,"2,761.10",2732.3,2743.2,24272,7042,FINAL,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-09,GCM27,2758.5,2778.9,2728.5,"2,748.10",16839,4306,final,cme_settle_20260609.csv,2026-08-17T06:40:00
20260609,zbm26,115.1562,115.47,114.3438,114.5938,108168,134846,FINAL,cme_settle_20260609.csv,2026-08-17T06:40:00
06/09/2026,zbu26,115,115,113.7188,114.6875,61346,55825,Final,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-09,ZBZ26,114.8438,115.0625,113.9688,114.7812,30909,24958,final,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-09,zbh27,115.125,115.9062,113.6562,114.875,19024,10082,final,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-09,ZBM27,115.4688,115.4688,114.5625,114.9688,"14,850",5580,Final,cme_settle_20260609.csv,2026-08-17T06:40:00
2026-06-10,ESM26,6123.5,6168.75,6094,6133.25,1185421,1537216,final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,ESU26,6148.75,6216.25,6120.25,6144.25,1096310,1000072,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,ESZ26,6154.5,6224,"6,128.75",6155.25,523218,407627,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,ESH27,6173.5,6223.25,6100.25,6166.25,323584,136984,final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,esm27,6204.5,6219.75,6132.25,6177.5,"184,298",63379,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/26,NQM26,22776.25,23022.5,22744.75,22855,474807,790784,final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,NQU26,22931.75,23050,"22,685.50","22,896.25",430953,466802,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,NQU26,22931.75,23050,"22,685.50","22,896.25",430953,466802,Final,cme_settle_20260610.csv,2026-08-17T06:41:12
20260610,NQZ26,22908.5,23015.5,22850.75,22937.25,267371,181261,final,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/26,nqh27,23060.25,23157,22813.25,"22,978.50",129370,63235,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,NQM27,23068,23069.75,22918.25,23019.5,84981,"31,654",FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,CLM26,69.47,69.99,69.19,69.37,428678,784007,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,CLN26,69.16,69.59,68.53,69.06,271243,247264,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,CLQ26,68.72,68.89,68.31,68.75,161154,122290,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,CLU26,68.55,68.91,68,68.43,95232,43865,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,CLV26,68.22,68.42,67.76,68.12,60177,20273,final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,CLX26,67.99,67.99,67.43,67.81,33162,6959,final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,clz26,67.6,67.65,67.4,67.5,27430,5211,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,CLF27,67.07,67.52,67.07,67.18,12533,1441,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/26,CLG27,66.89,67.05,66.7,66.87,8030,747,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,CL H27,66.26,66.7,66.06,66.56,5525,401,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,clj27,66.23,66.64,65.67,66.25,3796,171,final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,CLK27,65.84,66.71,65.24,65.94,2369,76,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,CLM27,65.52,65.76,64.89,65.62,1175,28,final,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,GCM26,2716.6,2742.3,2716.6,2721.7,161351,234399,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,gcq26,2726.2,2759.3,2717.6,"2,726.60","118,420",109833,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,GCZ26,"2,740.20",2740.7,2722.8,2731.5,63465,37621,final,cme_settle_20260610.csv,2026-08-17T06:40:00
20260610,GCG27,2735.8,2759.4,"2,710.30",2736.4,38678,"19,019",Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,GCJ27,2746.1,2764.1,2736,2741.3,31130,12088,final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,GCM27,"2,748.70",2776,2727.5,2746.2,19409,4699,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,ZBM26,114.2188,115.625,113.3438,114.5,90800,165241,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/26,ZBU26,114.375,115.2188,114.1875,114.5938,72020,88506,final,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/26,ZBZ26,115.0938,115.7812,113.9688,114.6875,31382,18733,FINAL,cme_settle_20260610.csv,2026-08-17T06:40:00
06/10/2026,ZBH27,115.1562,115.7812,113.6875,114.7812,23848,12498,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-10,ZBM27,114.5938,115.8125,113.8125,114.875,11651,3362,Final,cme_settle_20260610.csv,2026-08-17T06:40:00
2026-06-11,ESM26,6052.5,6075.75,5998,6038.5,1275972,2289213,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/26,ESU26,"6,044.25",6101.25,5981,6049.25,"1,072,268",1206902,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,ESZ26,6053.5,6125.5,6032.25,6060.25,572289,331262,final,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,ESH27,6096,6122.5,6024,6071,368551,165788,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,ESM27,6055.75,6133.75,6017.25,6082,230081,"86,583",final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,NQM26,22726.5,22726.5,22426,22635.75,578267,1038331,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/26,NQU26,22759.25,22768,22407,22676.5,462947,455887,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,NQZ26,22797,22799.75,22645.5,22717.25,195794,134646,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,NQH27,22699.75,22803,22699.75,22758,"123,670",72767,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,NQM27,22728.5,23036.5,22700.5,22798.75,91375,32800,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,CLM26,71.44,72.06,71.09,71.35,382691,507968,final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/26,cln26,70.91,71.4,70.35,71.03,297966,248716,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,CLQ26,70.92,70.96,70.07,70.71,172372,99768,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,CLU26,70.25,70.87,69.58,70.39,90756,41919,final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,clv26,69.97,70.79,69.92,70.07,50800,19101,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,CLX26,69.63,70.33,69.17,69.74,42714,10075,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,CLZ26,69.34,69.88,69.32,69.42,20799,2831,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,CLF27,69.13,69.27,68.58,69.1,13958,1497,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,clg27,68.84,69.13,68.33,68.78,10218,844,final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/26,CLH27,68.4,68.67,68.24,68.46,5657,329,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,CLJ27,68.07,68.42,67.34,68.14,3551,131,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,CLK27,67.75,68.14,67.41,67.82,"2,013",49,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,CLM27,67.8,67.8,67.05,67.5,1506,32,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,GCM26,2718.5,"2,721.50",2692.1,2711.4,145524,168010,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,gcq26,2706.3,"2,725.80",2701.3,2716.3,111136,99289,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,GCZ26,2722.3,2747.1,2708.4,2721.2,79716,"70,934",FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,GCG27,2725.3,2733.9,2717.8,2726,43939,25742,final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,GCG27,2725.3,2733.9,2717.8,2726,43939,25742,final,cme_settle_20260611.csv,2026-08-17T06:41:12
2026-06-11,GC J27,2726.5,2739,2712.8,2730.9,24913,9816,final,cme_settle_20260611.csv,2026-08-17T06:40:00
20260611,GCM27,2725.9,2746.8,2718,2735.8,19144,3850,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,ZBM26,114.59,114.9062,113.1875,114.2188,73421,119410,FINAL,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,ZBU26,114,115.62,113.12,114.3125,72534,71627,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,ZBZ26,114.2188,114.8438,113.88,114.4062,31714,23151,final,cme_settle_20260611.csv,2026-08-17T06:40:00
06/11/2026,ZBH27,114.0625,114.7188,113.2812,114.5,18791,7994,final,cme_settle_20260611.csv,2026-08-17T06:40:00
2026-06-11,ZBM27,114.6875,115.4375,113.8438,114.5938,"15,811",6369,Final,cme_settle_20260611.csv,2026-08-17T06:40:00
20260612,ESM26,6034,6106.75,6023.5,6036,862731,1355418,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ESU26,6047.75,6061.5,6014.25,6046.75,1203546,1062299,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ESZ26,6073,6094.5,5996.5,6057.75,586628,473080,Final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,esh27,6081.25,6097,6022.75,6068.5,330197,168027,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ESM27,"6,084.50","6,105.50",6026.25,6079.5,216874,60566,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
20260612,NQM26,22503,22520.25,"22,300.25",22398,375791,"663,378",FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,NQU26,22478.25,22701.25,22394.25,22438.25,458060,555072,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,NQZ26,22369,22741,22212.25,22478.75,269754,190969,final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,NQH27,22623.25,22699.5,22455.5,22519,129867,69161,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,NQM27,22483.25,22623,"22,479.50",22559.25,94750,"38,736",FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,CLM26,71.78,72.25,70.98,71.52,1023627,437337,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,CLN26,71.27,71.37,70.83,71.2,304780,341120,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,CLQ26,71.13,71.41,70.25,70.88,142352,108269,final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,CLU26,70.37,71.02,70.37,70.55,88854,52075,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,CLV26,70.32,70.67,69.58,70.23,53575,"17,432",FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,CLX26,69.62,70.61,69.45,69.91,41908,9710,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,CLZ26,69.52,70.18,69.48,69.59,26602,5390,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,CLF27,69.60,69.6,68.63,69.27,15845,1569,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,CLG27,68.82,69.54,68.77,68.95,10158,718,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,CLH27,68.86,68.86,68.11,68.62,4586,314,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,CLJ27,68.37,68.59,67.52,68.3,"3,985",154,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,CLK27,68.04,68.43,67.72,67.98,2073,73,final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,CLM27,67.51,68.13,67,67.66,1334,28,Final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,GCM26,2700.5,2711.1,2678,2697.9,107338,184847,final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,GC Q26,2711.6,2711.6,2684.9,2702.8,120755,125560,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,GCZ26,2694.8,2732,2694.8,2707.6,57179,42335,final,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,GCG27,2711.5,"2,733.30",2686,2712.5,39120,24607,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,GCJ27,2713.3,2723,2697.4,2717.3,25042,8982,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,gcm27,2709.5,2752.8,2690,2722.2,17415,3795,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ZBM26,114.8125,115.6875,113.9375,114.72,59319,83934,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ZBU26,114.31,115.3438,113.4688,114.8125,73122,88174,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
2026-06-12,ZBZ26,114.50,115.3125,114.1875,114.9062,36465,28441,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/26,ZBH27,115.5,115.5,114,115,19213,8609,final,cme_settle_20260612.csv,2026-08-17T06:40:00
06/12/2026,ZBM27,114.625,115.8438,113.9688,115.0938,"13,468",4877,FINAL,cme_settle_20260612.csv,2026-08-17T06:40:00
20260615,ES M26,6029.75,6040.25,5984.75,6031.75,522466,949710,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ESU26,"6,013.00",6105.75,6013,6042.5,1620073,1435936,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ESZ26,6071.75,6071.75,6018,6053.5,512314,400253,final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ESH27,6049.25,6087.75,6028.5,6064.25,301379,"176,713",FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,esm27,6086.25,6086.25,6012.5,6075.25,242910,"104,361",FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,NQM26,22287.5,22287.5,22069.5,22213.5,243910,414100,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,NQ U26,22315.25,"22,376.00",22121.75,22253.5,701035,813815,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,NQZ26,22339,22399.5,"22,047.00",22293.5,"222,202",197522,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,NQH27,22244.25,"22,601.25",22160.5,22333.5,135788,55118,final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,NQM27,22480.25,22480.25,22185.75,22373.5,90749,39491,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,CLM26,69.58,70.18,69.4,69.77,170697,312154,final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLN26,69.43,69.66,69.21,69.46,455544,370490,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLQ26,69.34,69.7,68.53,69.14,185771,143076,final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLU26,68.84,69.38,68.45,68.83,110969,53858,final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,CLV26,68.76,68.94,68.41,68.51,49763,14340,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/26,CLX26,68.43,68.7,67.95,68.2,42767,10491,final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,CLZ26,67.9,68.13,67.57,67.89,22641,3584,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLF27,67.87,67.87,66.76,67.57,12937,1399,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLG27,67.59,67.94,66.63,67.26,9724,832,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,clh27,66.83,67.63,66.41,66.94,6173,429,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/26,CLJ27,66.81,66.84,65.92,66.63,4009,151,final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,CLK27,66,66.47,65.62,66.32,1845,64,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,CLM27,66.08,66.75,65.69,66,1368,21,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,gcm26,2659,2687.3,2659,2662.7,84585,"120,810",Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,GCQ26,"2,656.40",2689.7,2656.4,2667.5,208027,250946,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,GCZ26,2676.9,2700.1,2640.3,2672.3,58777,52224,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,GCG27,"2,667.10",2696.3,2656.9,2677.1,48916,27620,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,GCJ27,2687.9,2712.3,2678.3,2681.9,31306,13148,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,GCM27,2690.4,2693,2665.8,2686.7,19363,5614,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ZBM26,114.625,115.0938,112.9375,114.22,33749,60381,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
20260615,ZB U26,114.6562,114.6562,114.0625,114.3125,82023,102188,final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ZBZ26,114.7188,114.75,113.8125,114.4062,32119,20153,Final,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-15,ZBH27,115.03,115.0312,113.50,114.5,19486,12233,final,cme_settle_20260615.csv,2026-08-17T06:40:00
06/15/2026,ZBM27,115.0625,115.5938,114.1875,114.5938,14511,5616,FINAL,cme_settle_20260615.csv,2026-08-17T06:40:00
2026-06-16,ESM26,6026.5,6119.25,6008.25,6049.75,470976,"856,314",FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ESU26,6058.75,6106,6051.5,6060.75,1428977,1610982,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ESZ26,6082.5,6094.5,6028.75,"6,071.50",650017,548244,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,esh27,6109.75,"6,109.75","6,020.25","6,082.50",364601,219350,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ESM27,6101.75,6110.5,6037,6093.25,229639,85716,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/26,NQM26,21936.75,"22,046.50",21808.5,"21,969.00",158092,"252,263",final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,NQU26,21933.75,22047.25,21909.5,22008.5,646413,783133,final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,NQZ26,22051,22158.25,21803,22048,256291,"146,030",FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,NQH27,22142,22168.25,21832,22087.75,174149,74322,final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,nqm27,22204.5,22255.25,22001.25,22127.25,81874,24185,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLM26,69.23,69.28,68.34,68.98,125574,208304,FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,CLN26,68.55,68.99,67.87,68.67,399064,475485,final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,CL Q26,68.57,68.57,68,68.36,149585,100599,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,clu26,68.35,68.61,67.97,68.05,88728,38463,FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,CLV26,67.63,68.55,67.06,67.74,68234,22350,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLX26,67.46,67.83,67.02,67.43,"36,687",7874,final,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,CLZ26,67.1,67.19,66.88,67.12,23570,4737,FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,CLF27,66.72,67.44,66.49,66.81,15491,2324,FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLG27,66.18,67,66.1,66.5,7947,670,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLG27,66.18,67,66.1,66.5,7947,670,final,cme_settle_20260616.csv,2026-08-17T06:41:12
06/16/26,CLH27,66.17,66.52,65.78,66.19,5690,407,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLJ27,65.73,65.95,65.46,65.88,3558,142,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,CLK27,65.4,65.71,64.87,65.57,2130,59,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,CLM27,65.27,65.94,64.64,65.26,1529,37,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,GCM26,2693.7,2706,2690.8,2700.2,"54,235","81,828",FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,GCQ26,2711.3,2726,2695.9,2705.1,175006,190821,FINAL,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/26,GCZ26,2713.7,2734.8,2681.4,2709.9,71222,60369,Final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/26,GCG27,2715.2,2732.9,2709.7,2714.8,40441,22285,final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/16/2026,GCJ27,"2,715.00",2729,2707.1,2719.6,24818,8968,final,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,GCM27,2732.8,2740.5,2711.9,2724.5,17638,"3,526",Final,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,GCM27,2732.8,2740.5,2711.9,2724.5,17638,"3,526",Final,cme_settle_20260616.csv,2026-08-17T06:41:12
06/16/2026,ZBM26,114.44,115.625,113.5938,114.7812,28580,37226,final,cme_settle_20260616.csv,2026-08-17T06:40:00
20260616,zbu26,114.4688,115.0938,114.4688,114.875,83664,75027,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ZBZ26,114.5312,115.1562,113.7812,114.97,31993,24548,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ZBH27,114.5312,116.3438,113.875,115.0625,22245,14054,final,cme_settle_20260616.csv,2026-08-17T06:40:00
2026-06-16,ZBM27,115.3438,115.9688,114.0938,115.1562,12072,3658,final,cme_settle_20260616.csv,2026-08-17T06:40:00
06/17/2026,ESM26,5996.75,6078.5,5976.25,6012.5,317323,558016,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,ESU26,6017.75,6051.25,5959.25,6023.25,1799535,1748524,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,ESZ26,"6,007.75",6053,6007.75,6034.25,555003,476045,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,ESH27,6026,6052.25,6026,6045,336131,207572,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,ESM27,6028.75,"6,107.00",5994.5,6055.75,231326,101048,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,nqm26,"22,128.50",22268.5,22089.5,22188.25,157858,202933,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,NQU26,22126.5,22289.5,22126.5,22228.25,623253,648425,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,NQZ26,22256,22470.75,22132.25,22268.25,248661,167767,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,NQH27,22208.25,22433.75,22181.75,22308,125376,79461,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,NQM27,22295.5,22475.25,22284,22348,97965,27369,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,CLM26,68.31,68.31,67.36,68.18,104251,159028,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
20260617,CLN26,67.89,68.35,67.17,67.87,449943,565320,final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLQ26,67.58,68.28,66.81,67.57,"130,758",89002,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLU26,67.35,67.97,67.07,67.26,90876,46143,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,CLV26,66.63,67.08,66.44,66.95,"57,814",22625,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,CLV26,66.63,67.08,66.44,66.95,"57,814",22625,final,cme_settle_20260617.csv,2026-08-17T06:41:12
2026-06-17,CLX26,66.39,67.01,66.39,66.65,"37,756",10513,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/26,CLZ26,66.11,66.84,65.87,66.34,23950,4684,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLF27,66.18,66.5,65.5,66.03,12104,1220,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLG27,65.98,66.28,65.39,65.73,7446,497,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLH27,65.58,66.11,65.35,65.42,5748,318,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLJ27,65.07,65.43,64.84,65.11,2925,111,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
20260617,CLK27,64.86,65.44,64.31,64.81,2416,81,final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,CLM27,64.21,64.89,64.15,64.5,1449,34,FINAL,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,GCM26,"2,733.30",2736.5,2717.9,2728.6,49810,74830,final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,GCQ26,2738.7,2739.2,"2,704.20",2733.5,196640,215255,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,GCZ26,2726.8,2759.1,"2,726.80",2738.4,73384,59648,final,cme_settle_20260617.csv,2026-08-17T06:40:00
20260617,GCG27,2733.6,2769,2733.6,2743.3,"48,326",19158,final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,GCJ27,2759.8,2777.2,2743.3,2748.2,23379,8712,Final,cme_settle_20260617.csv,2026-08-17T06:40:00
2026-06-17,GCM27,2746.3,2756.1,2725.4,2753.2,15184,3479,final,cme_settle_20260617.csv,2026-08-17T06:40:00
06/17/2026,zbm26,114.5938,114.5938,113.2188,114.25,21041,29145,final,cme_settle_20260617.csv,2026-08-17T06:40:00
